色彩空间	光源	适应算法	基色	归一化值x	归一化值y	归一化值z	相对值X	相对值Y	相对值Z	刺激值X	刺激值Y	刺激值Z
SMPTE-C RGB	A - CIE1931	XYZScaling	红色	0.67548653	0.31541903	0.00909444	2.1415529	1.0	0.02883288	0.45485513	0.212395	0.00612396	
SMPTE-C RGB	A - CIE1931	XYZScaling	绿色	0.36398943	0.60447294	0.03153764	0.60216	1.0	0.05217378	0.42214367	0.701049	0.03657637	
SMPTE-C RGB	A - CIE1931	XYZScaling	蓝色	0.35657978	0.13933361	0.50408662	2.55918	1.0	3.61783945	0.22151238	0.086556	0.31314571	
SMPTE-C RGB	A - CIE1964	XYZScaling	红色	0.67811698	0.31295658	0.00892644	2.16680848	1.0	0.02852293	0.46021929	0.212395	0.00605813	
SMPTE-C RGB	A - CIE1964	XYZScaling	绿色	0.36683171	0.60209254	0.03107576	0.60926134	1.0	0.05161293	0.42712206	0.701049	0.03618319	
SMPTE-C RGB	A - CIE1964	XYZScaling	蓝色	0.36122333	0.1395029	0.49927377	2.58936071	1.0	3.57894897	0.22412471	0.086556	0.30977951	
SMPTE-C RGB	A - CIE1931	VonKries	红色	0.67670747	0.31448581	0.00880672	2.15179015	1.0	0.02800354	0.47056457	0.21868516	0.00612396	
SMPTE-C RGB	A - CIE1931	VonKries	绿色	0.42666264	0.5447311	0.02860626	0.78325368	1.0	0.05251445	0.54553701	0.69650105	0.03657637	
SMPTE-C RGB	A - CIE1931	VonKries	蓝色	0.17153044	0.17656588	0.65190368	0.9714812	1.0	3.69212707	0.08239564	0.08481444	0.3131457	
SMPTE-C RGB	A - CIE1964	VonKries	红色	0.67818814	0.31314842	0.00866344	2.16570834	1.0	0.02766561	0.47423995	0.21897683	0.00605813	
SMPTE-C RGB	A - CIE1964	VonKries	绿色	0.43086552	0.54102002	0.02811447	0.79639478	1.0	0.05196567	0.55452195	0.69629029	0.03618319	
SMPTE-C RGB	A - CIE1964	VonKries	蓝色	0.17327997	0.17756302	0.64915701	0.97587873	1.0	3.65592462	0.08268968	0.08473356	0.3097795	
SMPTE-C RGB	B - CIE1931	Bradford	红色	0.6402275	0.33857831	0.02119419	1.89092884	1.0	0.06259759	0.42484369	0.22467461	0.01406409	
SMPTE-C RGB	B - CIE1931	Bradford	绿色	0.3390477	0.58352567	0.07742663	0.58103305	1.0	0.13268761	0.40611901	0.69896026	0.09274337	
SMPTE-C RGB	B - CIE1931	Bradford	蓝色	0.16281149	0.0777062	0.75948231	2.09521883	1.0	9.77376715	0.16000281	0.07636568	0.74638035	
SMPTE-C RGB	B - CIE1964	Bradford	红色	0.64055692	0.33856818	0.0208749	1.89195842	1.0	0.06165641	0.42581012	0.22506315	0.01387659	
SMPTE-C RGB	B - CIE1964	Bradford	绿色	0.33992542	0.58331513	0.07675945	0.58274747	1.0	0.13159173	0.40733526	0.69899103	0.09198144	
SMPTE-C RGB	B - CIE1964	Bradford	蓝色	0.16318968	0.07810951	0.7587008	2.08924212	1.0	9.71329575	0.15867033	0.07594636	0.73768945	
SMPTE-C RGB	B - CIE1931	XYZScaling	红色	0.64374517	0.33321916	0.02303567	1.93189723	1.0	0.06913067	0.41032531	0.212395	0.01468301	
SMPTE-C RGB	B - CIE1931	XYZScaling	绿色	0.32560588	0.59941157	0.07498255	0.5432092	1.0	0.1250936	0.38081626	0.701049	0.08769674	
SMPTE-C RGB	B - CIE1931	XYZScaling	蓝色	0.19266125	0.0834523	0.72388645	2.30863909	1.0	8.67425373	0.19982657	0.086556	0.75080871	
SMPTE-C RGB	B - CIE1964	XYZScaling	红色	0.64410941	0.33312186	0.02276873	1.93355489	1.0	0.06834956	0.41067739	0.212395	0.0145171	
SMPTE-C RGB	B - CIE1964	XYZScaling	绿色	0.32607042	0.59975214	0.07417743	0.5436753	1.0	0.12368015	0.38114302	0.701049	0.08670585	
SMPTE-C RGB	B - CIE1964	XYZScaling	蓝色	0.19438436	0.08412649	0.72148915	2.31062002	1.0	8.576242	0.19999803	0.086556	0.7423252	
SMPTE-C RGB	B - CIE1931	VonKries	红色	0.64523769	0.3320107	0.02275161	1.94342438	1.0	0.06852674	0.41641146	0.21426687	0.01468301	
SMPTE-C RGB	B - CIE1931	VonKries	绿色	0.34706653	0.58021223	0.07272124	0.59817168	1.0	0.12533558	0.41853804	0.69969551	0.08769674	
SMPTE-C RGB	B - CIE1931	VonKries	蓝色	0.15713622	0.08665644	0.75620733	1.81332419	1.0	8.72649872	0.15601441	0.08603779	0.75080869	
SMPTE-C RGB	B - CIE1964	VonKries	红色	0.64573839	0.33178837	0.02247324	1.94623574	1.0	0.06773366	0.41712948	0.21432629	0.0145171	
SMPTE-C RGB	B - CIE1964	VonKries	绿色	0.34825505	0.57988192	0.07186303	0.600562	1.0	0.12392701	0.42018473	0.69965254	0.08670584	
SMPTE-C RGB	B - CIE1964	VonKries	蓝色	0.15719634	0.08752268	0.75528097	1.79606402	1.0	8.62954544	0.15449986	0.08602135	0.74232519	
SMPTE-C RGB	C - CIE1931	Bradford	红色	0.6299838	0.33785142	0.03216478	1.8646771	1.0	0.09520392	0.39915174	0.21405944	0.0203793	
SMPTE-C RGB	C - CIE1931	Bradford	绿色	0.31566348	0.58487054	0.09946598	0.53971513	1.0	0.17006496	0.37520826	0.69519686	0.11822862	
SMPTE-C RGB	C - CIE1931	Bradford	蓝色	0.153922	0.06767681	0.77840119	2.27436856	1.0	11.50174224	0.2063863	0.09074444	1.04371913	
SMPTE-C RGB	C - CIE1964	Bradford	红色	0.6298864	0.33838885	0.03172474	1.86142775	1.0	0.09375232	0.39747668	0.21353323	0.02001924	
SMPTE-C RGB	C - CIE1964	Bradford	绿色	0.31400009	0.58746034	0.09853957	0.53450433	1.0	0.16773826	0.37236772	0.69665989	0.11685652	
SMPTE-C RGB	C - CIE1964	Bradford	蓝色	0.15411859	0.06816461	0.7777168	2.26097668	1.0	11.40939301	0.20305253	0.08980744	1.02464841	
SMPTE-C RGB	C - CIE1931	XYZScaling	红色	0.63567698	0.33247233	0.03185069	1.91196959	1.0	0.09579952	0.40609278	0.212395	0.02034734	
SMPTE-C RGB	C - CIE1931	XYZScaling	绿色	0.31421352	0.58446806	0.10131842	0.53760596	1.0	0.17335151	0.37688812	0.701049	0.1215279	
SMPTE-C RGB	C - CIE1931	XYZScaling	蓝色	0.14928246	0.06533649	0.78538106	2.28482534	1.0	12.0205587	0.19776534	0.086556	1.04045148	
SMPTE-C RGB	C - CIE1964	XYZScaling	红色	0.63417118	0.33436081	0.03146801	1.8966672	1.0	0.09411395	0.40284263	0.212395	0.01998933	
SMPTE-C RGB	C - CIE1964	XYZScaling	绿色	0.31304402	0.58699064	0.09996534	0.53330325	1.0	0.17030143	0.37387171	0.701049	0.11938964	
SMPTE-C RGB	C - CIE1964	XYZScaling	蓝色	0.15034487	0.06633236	0.78332277	2.2665388	1.0	11.80905936	0.19618253	0.086556	1.02214494	
SMPTE-C RGB	C - CIE1931	VonKries	红色	0.63014478	0.3375546	0.03230062	1.86679367	1.0	0.09569006	0.39695117	0.21263795	0.02034734	
SMPTE-C RGB	C - CIE1931	VonKries	绿色	0.31302715	0.58545754	0.10151531	0.53467096	1.0	0.17339482	0.3747369	0.70087387	0.1215279	
SMPTE-C RGB	C - CIE1931	VonKries	蓝色	0.15648097	0.06473677	0.77878226	2.41718859	1.0	12.02998422	0.20905824	0.08648818	1.04045146	
SMPTE-C RGB	C - CIE1964	VonKries	红色	0.62996189	0.33823066	0.03180745	1.86252155	1.0	0.09404072	0.3958983	0.21256039	0.01998933	
SMPTE-C RGB	C - CIE1964	VonKries	绿色	0.31193668	0.58792229	0.10014103	0.53057468	1.0	0.17033038	0.37189561	0.70092981	0.11938964	
SMPTE-C RGB	C - CIE1964	VonKries	蓝色	0.15611939	0.06584911	0.7780315	2.37086544	1.0	11.81536778	0.20510306	0.08650978	1.02214492	
SMPTE-C RGB	D50 - CIE1931	Bradford	红色	0.6388537	0.34019236	0.02095394	1.877919	1.0	0.06159437	0.41631371	0.22168885	0.01365479	
SMPTE-C RGB	D50 - CIE1931	Bradford	绿色	0.33101571	0.592073	0.07691129	0.55907922	1.0	0.1299017	0.39317686	0.70325788	0.09135439	
SMPTE-C RGB	D50 - CIE1931	Bradford	蓝色	0.16289636	0.07899974	0.75810389	2.06198605	1.0	9.59628326	0.15475874	0.07505324	0.72023218	
SMPTE-C RGB	D50 - CIE1964	Bradford	红色	0.6394005	0.34006075	0.02053875	1.88025378	1.0	0.0603973	0.41819644	0.22241489	0.01343326	
SMPTE-C RGB	D50 - CIE1964	Bradford	绿色	0.33276296	0.59118585	0.07605119	0.56287369	1.0	0.12864177	0.3957	0.70299963	0.09043512	
SMPTE-C RGB	D50 - CIE1964	Bradford	蓝色	0.16341396	0.07948183	0.7571042	2.05599134	1.0	9.52549986	0.15334713	0.07458549	0.71046412	
SMPTE-C RGB	D50 - CIE1931	XYZScaling	红色	0.63794288	0.33936504	0.02269208	1.87981318	1.0	0.06686629	0.39926292	0.212395	0.01420207	
SMPTE-C RGB	D50 - CIE1931	XYZScaling	绿色	0.32042734	0.60622212	0.07335054	0.52856425	1.0	0.12099615	0.37054944	0.701049	0.08482423	
SMPTE-C RGB	D50 - CIE1931	XYZScaling	蓝色	0.19304714	0.0859363	0.72101655	2.24639806	1.0	8.39012769	0.19443923	0.086556	0.72621589	
SMPTE-C RGB	D50 - CIE1964	XYZScaling	红色	0.63884998	0.33879549	0.02235454	1.88565079	1.0	0.06598239	0.4005028	0.212395	0.01401433	
SMPTE-C RGB	D50 - CIE1964	XYZScaling	绿色	0.32141422	0.6062067	0.07237908	0.53020566	1.0	0.11939671	0.37170015	0.701049	0.08370294	
SMPTE-C RGB	D50 - CIE1964	XYZScaling	蓝色	0.1953918	0.08671077	0.71789743	2.25337407	1.0	8.2792189	0.19504305	0.086556	0.71661607	
SMPTE-C RGB	D50 - CIE1931	VonKries	红色	0.64297651	0.33478665	0.02223685	1.92055602	1.0	0.06642095	0.41065148	0.21381906	0.01420207	
SMPTE-C RGB	D50 - CIE1931	VonKries	绿色	0.33984978	0.58880255	0.07134767	0.57718803	1.0	0.12117419	0.40404256	0.70001894	0.08482423	
SMPTE-C RGB	D50 - CIE1931	VonKries	蓝色	0.15547247	0.08957196	0.75495558	1.73572702	1.0	8.42848143	0.14955393	0.08616213	0.72621588	
SMPTE-C RGB	D50 - CIE1964	VonKries	红色	0.64381213	0.3342889	0.02189897	1.92591537	1.0	0.06550911	0.41201006	0.21392947	0.01401433	
SMPTE-C RGB	D50 - CIE1964	VonKries	绿色	0.34196934	0.58774461	0.07028604	0.58183323	1.0	0.11958603	0.40724784	0.69993912	0.08370294	
SMPTE-C RGB	D50 - CIE1964	VonKries	蓝色	0.15565297	0.090595	0.75375203	1.71811887	1.0	8.32001842	0.14798424	0.08613155	0.71661606	
SMPTE-C RGB	D55 - CIE1931	Bradford	红色	0.63550327	0.34026355	0.02423318	1.86767955	1.0	0.07121885	0.4070787	0.21795961	0.01552283	
SMPTE-C RGB	D55 - CIE1931	Bradford	绿色	0.32250049	0.59389469	0.08360482	0.54302639	1.0	0.14077381	0.38163617	0.70279488	0.09893511	
SMPTE-C RGB	D55 - CIE1931	Bradford	蓝色	0.15943898	0.07515352	0.76540751	2.1215105	1.0	10.1845866	0.16812008	0.07924546	0.80708228	
SMPTE-C RGB	D55 - CIE1964	Bradford	红色	0.63595457	0.34024103	0.0238044	1.86912957	1.0	0.06996334	0.40833995	0.2184653	0.01528456	
SMPTE-C RGB	D55 - CIE1964	Bradford	绿色	0.32366957	0.59359004	0.08274039	0.54527459	1.0	0.13938979	0.38323033	0.70282081	0.09796604	
SMPTE-C RGB	D55 - CIE1964	Bradford	蓝色	0.15984704	0.07559854	0.76455443	2.11441974	1.0	10.1133496	0.16643413	0.07871385	0.79606072	
SMPTE-C RGB	D55 - CIE1931	XYZScaling	红色	0.63446957	0.34013303	0.0253974	1.86535712	1.0	0.07466901	0.39619253	0.212395	0.01585932	
SMPTE-C RGB	D55 - CIE1931	XYZScaling	绿色	0.31603688	0.60254944	0.08141368	0.52449951	1.0	0.13511535	0.36769986	0.701049	0.09472248	
SMPTE-C RGB	D55 - CIE1931	XYZScaling	蓝色	0.17693831	0.07937575	0.74368594	2.22912291	1.0	9.36918267	0.19294396	0.086556	0.81095898	
SMPTE-C RGB	D55 - CIE1964	XYZScaling	红色	0.63496666	0.33998395	0.02504939	1.86763719	1.0	0.07367815	0.3966768	0.212395	0.01564887	
SMPTE-C RGB	D55 - CIE1964	XYZScaling	绿色	0.31664295	0.60296794	0.08038911	0.52514062	1.0	0.13332236	0.3681493	0.701049	0.09346551	
SMPTE-C RGB	D55 - CIE1964	XYZScaling	蓝色	0.17888123	0.08014939	0.74096938	2.23184762	1.0	9.24485339	0.1931798	0.086556	0.80019753	
SMPTE-C RGB	D55 - CIE1931	VonKries	红色	0.63798985	0.33695104	0.02505911	1.89342001	1.0	0.07437017	0.4037689	0.21324846	0.01585932	
SMPTE-C RGB	D55 - CIE1931	VonKries	绿色	0.3281106	0.5918508	0.08003861	0.55438059	1.0	0.13523444	0.3883057	0.70043163	0.09472248	
SMPTE-C RGB	D55 - CIE1931	VonKries	蓝色	0.15513519	0.08127764	0.76358718	1.90870692	1.0	9.39480053	0.16475954	0.08631998	0.81095896	
SMPTE-C RGB	D55 - CIE1964	VonKries	红色	0.6386582	0.33664653	0.02469527	1.89711805	1.0	0.07335668	0.40470415	0.21332576	0.01564887	
SMPTE-C RGB	D55 - CIE1964	VonKries	绿色	0.32969347	0.59138579	0.07892074	0.55749306	1.0	0.13345052	0.3904546	0.70037572	0.09346551	
SMPTE-C RGB	D55 - CIE1964	VonKries	蓝色	0.15518766	0.08224076	0.76257158	1.88699214	1.0	9.27242883	0.16284476	0.08629859	0.80019751	
SMPTE-C RGB	D65 - CIE1964	Bradford	红色	0.63026268	0.3402016	0.02953571	1.85261526	1.0	0.08681827	0.39369598	0.21250823	0.0184496	
SMPTE-C RGB	D65 - CIE1964	Bradford	绿色	0.31008558	0.59583566	0.09407876	0.52042131	1.0	0.1578938	0.36514714	0.70163756	0.11078422	
SMPTE-C RGB	D65 - CIE1964	Bradford	蓝色	0.15528066	0.07042803	0.77429131	2.20481326	1.0	10.99407867	0.18929242	0.08585417	0.94388753	
SMPTE-C RGB	D65 - CIE1964	XYZScaling	红色	0.62970259	0.34067534	0.02962207	1.848395	1.0	0.08695102	0.39258986	0.212395	0.01846796	
SMPTE-C RGB	D65 - CIE1964	XYZScaling	绿色	0.30990364	0.59627801	0.09381835	0.51973011	1.0	0.15733995	0.36435628	0.701049	0.11030301	
SMPTE-C RGB	D65 - CIE1964	XYZScaling	蓝色	0.15644392	0.07082586	0.77273022	2.20885298	1.0	10.91028325	0.19118948	0.086556	0.94435048	
SMPTE-C RGB	D65 - CIE1964	VonKries	红色	0.63036212	0.34007093	0.02956695	1.85361953	1.0	0.08694348	0.39373368	0.21241343	0.01846796	
SMPTE-C RGB	D65 - CIE1964	VonKries	绿色	0.310576	0.59569551	0.09372849	0.52136703	1.0	0.15734295	0.36549686	0.70103561	0.11030301	
SMPTE-C RGB	D65 - CIE1964	VonKries	蓝色	0.15486473	0.07095465	0.77418062	2.18258757	1.0	10.91092192	0.18890499	0.08655093	0.94435046	
SMPTE-C RGB	D75 - CIE1931	Bradford	红色	0.625711	0.33949828	0.03479072	1.84304616	1.0	0.10247686	0.38420616	0.20846258	0.02136259	
SMPTE-C RGB	D75 - CIE1931	Bradford	绿色	0.3013715	0.59446137	0.10416713	0.50696566	1.0	0.17522943	0.35435017	0.69896287	0.12247886	
SMPTE-C RGB	D75 - CIE1931	Bradford	蓝色	0.15233974	0.06677284	0.78088742	2.28146285	1.0	11.69468709	0.21120582	0.09257473	1.08263255	
SMPTE-C RGB	D75 - CIE1964	Bradford	红色	0.62579196	0.33991584	0.0342922	1.8410203	1.0	0.10088439	0.38336849	0.20823697	0.02100786	
SMPTE-C RGB	D75 - CIE1964	Bradford	绿色	0.30048032	0.59635671	0.10316297	0.50386004	1.0	0.1729887	0.35274291	0.70008113	0.12110613	
SMPTE-C RGB	D75 - CIE1964	Bradford	蓝色	0.15254636	0.06720692	0.78024672	2.26980121	1.0	11.60961809	0.20809978	0.09168194	1.06439233	
SMPTE-C RGB	D75 - CIE1931	XYZScaling	红色	0.62744874	0.33887502	0.03367624	1.85156388	1.0	0.09937658	0.39326291	0.212395	0.02110709	
SMPTE-C RGB	D75 - CIE1931	XYZScaling	绿色	0.30616751	0.58808121	0.10575128	0.52062114	1.0	0.17982428	0.36498093	0.701049	0.12606563	
SMPTE-C RGB	D75 - CIE1931	XYZScaling	蓝色	0.14109393	0.06376724	0.79513883	2.21263983	1.0	12.46939447	0.19151725	0.086556	1.07930091	
SMPTE-C RGB	D75 - CIE1964	XYZScaling	红色	0.62642222	0.34030957	0.03326821	1.84074233	1.0	0.09775868	0.39096447	0.212395	0.02076345	
SMPTE-C RGB	D75 - CIE1964	XYZScaling	绿色	0.30545056	0.59015329	0.10439614	0.51757834	1.0	0.17689666	0.36284778	0.701049	0.12401322	
SMPTE-C RGB	D75 - CIE1964	XYZScaling	蓝色	0.14222776	0.06465756	0.79311468	2.19970795	1.0	12.2663865	0.19039792	0.086556	1.06172935	
SMPTE-C RGB	D75 - CIE1931	VonKries	红色	0.62392282	0.34199394	0.03408324	1.82436802	1.0	0.09966036	0.38638329	0.21179021	0.02110709	
SMPTE-C RGB	D75 - CIE1931	VonKries	绿色	0.29681302	0.5960666	0.10712039	0.49795277	1.0	0.17971211	0.34930718	0.70148656	0.12606563	
SMPTE-C RGB	D75 - CIE1931	VonKries	蓝色	0.15511404	0.06283846	0.7820475	2.46845702	1.0	12.44536396	0.21407231	0.08672313	1.07930089	
SMPTE-C RGB	D75 - CIE1964	VonKries	红色	0.62401162	0.34241375	0.03357462	1.82239065	1.0	0.09805279	0.38590564	0.21175791	0.02076345	
SMPTE-C RGB	D75 - CIE1964	VonKries	绿色	0.29647677	0.59783729	0.10568594	0.49591548	1.0	0.17678045	0.34788958	0.70150982	0.12401322	
SMPTE-C RGB	D75 - CIE1964	VonKries	蓝色	0.15484583	0.06382631	0.78132786	2.42605014	1.0	12.2414702	0.2104166	0.08673217	1.06172933	
SMPTE-C RGB	E - CIE1931	Bradford	红色	0.6369082	0.33750407	0.02558773	1.88711267	1.0	0.07581457	0.41867119	0.22185808	0.01682007	
SMPTE-C RGB	E - CIE1931	Bradford	绿色	0.33360713	0.57987945	0.08651342	0.57530429	1.0	0.14919207	0.40001718	0.69531409	0.10373535	
SMPTE-C RGB	E - CIE1931	Bradford	蓝色	0.15856246	0.0724205	0.76901704	2.18946945	1.0	10.61877631	0.18135097	0.08282873	0.87953973	
SMPTE-C RGB	E - CIE1964	Bradford	红色	0.6369082	0.33750407	0.02558773	1.88711267	1.0	0.07581457	0.41867119	0.22185808	0.01682007	
SMPTE-C RGB	E - CIE1964	Bradford	绿色	0.33360713	0.57987945	0.08651342	0.57530429	1.0	0.14919207	0.40001718	0.69531409	0.10373535	
SMPTE-C RGB	E - CIE1964	Bradford	蓝色	0.15856246	0.0724205	0.76901704	2.18946945	1.0	10.61877631	0.18135097	0.08282873	0.87953973	
SMPTE-C RGB	E - CIE1931	XYZScaling	红色	0.64329597	0.3299656	0.02673843	1.94958494	1.0	0.08103399	0.41408209	0.212395	0.01721121	
SMPTE-C RGB	E - CIE1931	XYZScaling	绿色	0.32344677	0.59003471	0.08651852	0.54818261	1.0	0.14663293	0.38430287	0.701049	0.10279687	
SMPTE-C RGB	E - CIE1931	XYZScaling	蓝色	0.17260653	0.07408718	0.75330629	2.3297761	1.0	10.1678363	0.2016561	0.086556	0.88008724	
SMPTE-C RGB	E - CIE1964	XYZScaling	红色	0.64329597	0.3299656	0.02673843	1.94958494	1.0	0.08103399	0.41408209	0.212395	0.01721121	
SMPTE-C RGB	E - CIE1964	XYZScaling	绿色	0.32344677	0.59003471	0.08651852	0.54818261	1.0	0.14663293	0.38430287	0.701049	0.10279687	
SMPTE-C RGB	E - CIE1964	XYZScaling	蓝色	0.17260653	0.07408718	0.75330629	2.3297761	1.0	10.1678363	0.2016561	0.086556	0.88008724	
SMPTE-C RGB	E - CIE1931	VonKries	红色	0.6403645	0.33284471	0.02679079	1.92391369	1.0	0.08049034	0.41138959	0.21382955	0.01721121	
SMPTE-C RGB	E - CIE1931	VonKries	绿色	0.33696019	0.57813989	0.08489992	0.58283505	1.0	0.14685013	0.4079916	0.70001212	0.10279687	
SMPTE-C RGB	E - CIE1931	VonKries	蓝色	0.15751735	0.07512272	0.76735993	2.09680042	1.0	10.21475153	0.18065709	0.08615846	0.88008722	
SMPTE-C RGB	E - CIE1964	VonKries	红色	0.6403645	0.33284471	0.02679079	1.92391369	1.0	0.08049034	0.41138959	0.21382955	0.01721121	
SMPTE-C RGB	E - CIE1964	VonKries	绿色	0.33696019	0.57813989	0.08489992	0.58283505	1.0	0.14685013	0.4079916	0.70001212	0.10279687	
SMPTE-C RGB	E - CIE1964	VonKries	蓝色	0.15751735	0.07512272	0.76735993	2.09680042	1.0	10.21475153	0.18065709	0.08615846	0.88008722	
SMPTE-C RGB	F1 - CIE1931	Bradford	红色	0.62952742	0.34154736	0.02892522	1.8431629	1.0	0.08468876	0.38842525	0.21073842	0.01784717	
SMPTE-C RGB	F1 - CIE1931	Bradford	绿色	0.3048341	0.60241761	0.09274828	0.50601791	1.0	0.15396011	0.3567764	0.70506674	0.10855216	
SMPTE-C RGB	F1 - CIE1931	Bradford	蓝色	0.15553674	0.07149156	0.7729717	2.17559595	1.0	10.81206985	0.18317291	0.08419436	0.9103153	
SMPTE-C RGB	F1 - CIE1964	Bradford	红色	0.63148046	0.34037111	0.02814843	1.85527042	1.0	0.08269924	0.3963397	0.21362907	0.01766696	
SMPTE-C RGB	F1 - CIE1964	Bradford	绿色	0.31251337	0.5961228	0.09136384	0.52424328	1.0	0.15326345	0.36818589	0.70231876	0.1076398	
SMPTE-C RGB	F1 - CIE1964	Bradford	蓝色	0.15621963	0.07158534	0.77219503	2.18228527	1.0	10.78705559	0.1834256	0.08405207	0.90667436	
SMPTE-C RGB	F1 - CIE1931	XYZScaling	红色	0.62541493	0.34555782	0.02902725	1.80987056	1.0	0.08400114	0.38440746	0.212395	0.01784142	
SMPTE-C RGB	F1 - CIE1931	XYZScaling	绿色	0.30639886	0.60208324	0.09151789	0.50889784	1.0	0.15200206	0.35676233	0.701049	0.10656089	
SMPTE-C RGB	F1 - CIE1931	XYZScaling	蓝色	0.15783568	0.07297694	0.76918738	2.16281584	1.0	10.54014279	0.18720469	0.086556	0.9123126	
SMPTE-C RGB	F1 - CIE1964	XYZScaling	红色	0.63037327	0.3411044	0.02852233	1.84803619	1.0	0.0836176	0.39251365	0.212395	0.01775996	
SMPTE-C RGB	F1 - CIE1964	XYZScaling	绿色	0.31098069	0.59846652	0.09055279	0.51962922	1.0	0.15130803	0.36428555	0.701049	0.10607434	
SMPTE-C RGB	F1 - CIE1964	XYZScaling	蓝色	0.16119365	0.07299035	0.765816	2.2084242	1.0	10.49201728	0.19115236	0.086556	0.90814705	
SMPTE-C RGB	F1 - CIE1931	VonKries	红色	0.62920414	0.3420316	0.02876426	1.83960821	1.0	0.08409827	0.39027231	0.21214969	0.01784142	
SMPTE-C RGB	F1 - CIE1931	VonKries	绿色	0.30622374	0.60225532	0.09152094	0.50846166	1.0	0.15196369	0.35654654	0.70122601	0.10656089	
SMPTE-C RGB	F1 - CIE1931	VonKries	蓝色	0.15379663	0.07337974	0.77282363	2.09590042	1.0	10.53183898	0.18155579	0.08662424	0.91231258	
SMPTE-C RGB	F1 - CIE1964	VonKries	红色	0.63210533	0.33952954	0.02836514	1.86170939	1.0	0.08354248	0.3957733	0.21258597	0.01775996	
SMPTE-C RGB	F1 - CIE1964	VonKries	绿色	0.31436631	0.59551042	0.09012328	0.52789389	1.0	0.15133787	0.37000651	0.70091077	0.10607434	
SMPTE-C RGB	F1 - CIE1964	VonKries	蓝色	0.15479933	0.07350584	0.77169483	2.10594598	1.0	10.498415	0.18217117	0.08650325	0.90814703	
SMPTE-C RGB	F2 - CIE1931	Bradford	红色	0.64507494	0.33922498	0.01570008	1.90161391	1.0	0.04628221	0.43692405	0.22976486	0.01063403	
SMPTE-C RGB	F2 - CIE1931	Bradford	绿色	0.34988327	0.58437257	0.06574417	0.59873321	1.0	0.11250385	0.42016071	0.70174946	0.07894952	
SMPTE-C RGB	F2 - CIE1931	Bradford	蓝色	0.17088114	0.08707657	0.74204229	1.96242377	1.0	8.52172139	0.13439856	0.068486	0.58361864	
SMPTE-C RGB	F2 - CIE1964	Bradford	红色	0.64758215	0.3369872	0.01543065	1.92168171	1.0	0.04579002	0.45174227	0.23507653	0.01076416	
SMPTE-C RGB	F2 - CIE1964	Bradford	绿色	0.36330489	0.57169885	0.06499626	0.63548298	1.0	0.11368969	0.44202258	0.69556951	0.07907908	
SMPTE-C RGB	F2 - CIE1964	Bradford	蓝色	0.17164961	0.0858168	0.74253359	2.00018659	1.0	8.65254355	0.13872317	0.06935512	0.60009817	
SMPTE-C RGB	F2 - CIE1931	XYZScaling	红色	0.64700837	0.3347329	0.01825873	1.93290939	1.0	0.05454716	0.41054029	0.212395	0.01158554	
SMPTE-C RGB	F2 - CIE1931	XYZScaling	绿色	0.33095506	0.6089399	0.06010504	0.5434938	1.0	0.09870438	0.38101578	0.701049	0.06919661	
SMPTE-C RGB	F2 - CIE1931	XYZScaling	蓝色	0.22747676	0.09848124	0.674042	2.30984863	1.0	6.84436949	0.19993126	0.086556	0.59242125	
SMPTE-C RGB	F2 - CIE1964	XYZScaling	红色	0.65591776	0.32586524	0.01821699	2.01284972	1.0	0.05590346	0.42751922	0.212395	0.01187362	
SMPTE-C RGB	F2 - CIE1964	XYZScaling	绿色	0.33948843	0.59983325	0.06067832	0.56597135	1.0	0.10115864	0.39677365	0.701049	0.07091716	
SMPTE-C RGB	F2 - CIE1964	XYZScaling	蓝色	0.23084396	0.09596992	0.67318611	2.40537824	1.0	7.01455306	0.20819992	0.086556	0.60715165	
SMPTE-C RGB	F2 - CIE1931	VonKries	红色	0.65257335	0.32966629	0.01776036	1.97949675	1.0	0.05387375	0.42569056	0.21504989	0.01158554	
SMPTE-C RGB	F2 - CIE1931	VonKries	绿色	0.36368842	0.57900436	0.05730722	0.62812726	1.0	0.09897545	0.43914197	0.69912898	0.06919661	
SMPTE-C RGB	F2 - CIE1931	VonKries	蓝色	0.1573485	0.10662485	0.73602664	1.47572066	1.0	6.90295564	0.1266484	0.08582139	0.59242123	
SMPTE-C RGB	F2 - CIE1964	VonKries	红色	0.65682777	0.32527902	0.01789321	2.01927493	1.0	0.0550088	0.43585926	0.21584939	0.01187361	
SMPTE-C RGB	F2 - CIE1964	VonKries	绿色	0.37634399	0.56617749	0.05747852	0.66471027	1.0	0.10152032	0.46433429	0.6985514	0.07091716	
SMPTE-C RGB	F2 - CIE1964	VonKries	蓝色	0.16034513	0.10375166	0.73590321	1.54547058	1.0	7.09292977	0.1322916	0.08559956	0.60715164	
SMPTE-C RGB	F3 - CIE1931	Bradford	红色	0.65262373	0.33744364	0.00993263	1.93402288	1.0	0.02943493	0.46634256	0.24112567	0.00709752	
SMPTE-C RGB	F3 - CIE1931	Bradford	绿色	0.37612701	0.57124827	0.05262472	0.65843001	1.0	0.09212233	0.45950542	0.69788044	0.06429037	
SMPTE-C RGB	F3 - CIE1931	Bradford	蓝色	0.18621577	0.10166391	0.71212032	1.8316803	1.0	7.00465236	0.11172319	0.06099492	0.4272482	
