色彩空间	光源	适应算法	基色	归一化值x	归一化值y	归一化值z	相对值X	相对值Y	相对值Z	刺激值X	刺激值Y	刺激值Z
sRGB	D65		红色	0.64	0.33	0.03	1.93939394	1.0	0.09090909	0.41242376	0.212656	0.01933236	
sRGB	D65		绿色	0.3	0.6	0.1	0.5	1.0	0.16666667	0.357579	0.715158	0.119193	
sRGB	D65		蓝色	0.15	0.06	0.79	2.5	1.0	13.16666667	0.180465	0.072186	0.950449	
PAL/SECAM RGB	D65		红色	0.64	0.33	0.03	1.93939394	1.0	0.09090909	0.43058618	0.222021	0.02018373	
PAL/SECAM RGB	D65		绿色	0.29	0.6	0.11	0.48333333	1.0	0.18333333	0.34154508	0.706645	0.12955158	
PAL/SECAM RGB	D65		蓝色	0.15	0.06	0.79	2.5	1.0	13.16666667	0.178335	0.071334	0.939231	
NTSC RGB	C		红色	0.67	0.33	0.0	2.03030303	1.0	0.0	0.60673373	0.298839	0.0	
NTSC RGB	C		绿色	0.21	0.71	0.08	0.29577465	1.0	0.11267606	0.17356382	0.586811	0.06611955	
NTSC RGB	C		蓝色	0.14	0.08	0.78	1.75	1.0	9.75	0.2001125	0.11435	1.1149125	
ColorMatch RGB	D50		红色	0.63	0.34	0.03	1.85294118	1.0	0.08823529	0.50934388	0.274884	0.02425447	
ColorMatch RGB	D50		绿色	0.295	0.605	0.1	0.48760331	1.0	0.16528926	0.32090734	0.658132	0.10878215	
ColorMatch RGB	D50		蓝色	0.15	0.075	0.775	2.0	1.0	10.33333333	0.13397	0.066985	0.69217833	
ProPhoto RGB	D50		红色	0.7347	0.2653	0.0	2.76931775	1.0	0.0	0.79767429	0.28804	0.0	
ProPhoto RGB	D50		绿色	0.1596	0.8404	0.0	0.18990957	1.0	0.0	0.13519168	0.711874	0.0	
ProPhoto RGB	D50		蓝色	0.0366	1.0E-4	0.9633	366.0	1.0	9633.0	0.031476	8.6E-5	0.828438	
SMPTE-C RGB	D65		红色	0.63	0.34	0.03	1.85294118	1.0	0.08823529	0.39355544	0.212395	0.01874074	
SMPTE-C RGB	D65		绿色	0.31	0.595	0.095	0.5210084	1.0	0.15966387	0.36525242	0.701049	0.11193219	
SMPTE-C RGB	D65		蓝色	0.155	0.07	0.775	2.21428571	1.0	11.07142857	0.19165971	0.086556	0.95829857	
CIE RGB	A - CIE1931	Bradford	红色	0.72964213	0.27662691	-0.00626904	2.63763973	1.0	-0.02266244	0.57889489	0.21947459	-0.00497383	
CIE RGB	A - CIE1931	Bradford	绿色	0.34034281	0.63879825	0.02085894	0.53278608	1.0	0.03265341	0.42428508	0.79635167	0.0260036	
CIE RGB	A - CIE1931	Bradford	蓝色	0.23002949	-0.03820185	0.80817236	-6.02142279	1.0	-21.15531965	0.0952901	-0.01582518	0.33478676	
CIE RGB	A - CIE1964	Bradford	红色	0.72899472	0.2772671	-0.00626182	2.62921466	1.0	-0.02258405	0.58463552	0.22236127	-0.00502182	
CIE RGB	A - CIE1964	Bradford	绿色	0.34538688	0.63413892	0.0204742	0.54465491	1.0	0.03228661	0.43192779	0.79303019	0.02560426	
CIE RGB	A - CIE1964	Bradford	蓝色	0.23087316	-0.03745705	0.80658389	-6.16367666	1.0	-21.53356572	0.09486116	-0.01539035	0.33140918	
CIE RGB	A - CIE1931	XYZScaling	红色	0.75288439	0.24711561	0.0	3.04668891	1.0	0.0	0.53683877	0.176204	0.0	
CIE RGB	A - CIE1931	XYZScaling	绿色	0.29473659	0.70212753	0.00313588	0.41977643	1.0	0.00446626	0.34127194	0.812985	0.003631	
CIE RGB	A - CIE1931	XYZScaling	蓝色	0.37774168	0.01853251	0.60372581	20.38264818	1.0	32.57657686	0.22035681	0.010811	0.35218537	
CIE RGB	A - CIE1964	XYZScaling	红色	0.75505918	0.24494082	0.0	3.08261886	1.0	0.0	0.54316977	0.176204	0.0	
CIE RGB	A - CIE1964	XYZScaling	绿色	0.29718948	0.69971899	0.00309153	0.42472691	1.0	0.00441825	0.3452966	0.812985	0.00359197	
CIE RGB	A - CIE1964	XYZScaling	蓝色	0.38297582	0.0185703	0.59845388	20.62302311	1.0	32.22639028	0.2229555	0.010811	0.34839951	
CIE RGB	A - CIE1931	VonKries	红色	0.74911287	0.25088713	0.0	2.98585614	1.0	0.0	0.54739159	0.18332819	0.0	
CIE RGB	A - CIE1931	VonKries	绿色	0.37081053	0.62636777	0.0028217	0.59200129	1.0	0.00450486	0.47716406	0.80601861	0.003631	
CIE RGB	A - CIE1931	VonKries	蓝色	0.16923612	0.02439203	0.80637185	6.93817161	1.0	33.05881934	0.07391439	0.0106533	0.35218536	
CIE RGB	A - CIE1964	VonKries	红色	0.74988003	0.25011997	0.0	2.99808143	1.0	0.0	0.55091578	0.18375611	0.0	
CIE RGB	A - CIE1964	VonKries	绿色	0.37582911	0.62140022	0.00277067	0.60481007	1.0	0.00445875	0.48723521	0.80560036	0.00359197	
CIE RGB	A - CIE1964	VonKries	蓝色	0.16949018	0.02461998	0.80588984	6.88425343	1.0	32.73316375	0.07327341	0.01064362	0.3483995	
CIE RGB	B - CIE1931	Bradford	红色	0.73560324	0.26600903	-0.00161227	2.76533188	1.0	-0.00606095	0.49601385	0.17936865	-0.00108714	
CIE RGB	B - CIE1931	Bradford	绿色	0.27692811	0.70998733	0.01308456	0.39004655	1.0	0.01842928	0.31882625	0.81740564	0.0150642	
CIE RGB	B - CIE1931	Bradford	蓝色	0.17289827	0.00316745	0.82393428	54.58594306	1.0	260.12538343	0.17608917	0.00322591	0.83914029	
CIE RGB	B - CIE1964	Bradford	红色	0.735548	0.26616937	-0.00171737	2.7634585	1.0	-0.00645217	0.49710102	0.17988366	-0.00116064	
CIE RGB	B - CIE1964	Bradford	绿色	0.27773221	0.70897391	0.01329388	0.39173826	1.0	0.01875088	0.32017516	0.8173191	0.01532545	
CIE RGB	B - CIE1964	Bradford	蓝色	0.17335684	0.00277908	0.82386408	62.37920383	1.0	296.45202432	0.1745034	0.00279746	0.82931303	
CIE RGB	B - CIE1931	XYZScaling	红色	0.73322103	0.26677897	0.0	2.74842141	1.0	0.0	0.48428285	0.176204	0.0	
CIE RGB	B - CIE1931	XYZScaling	绿色	0.27255198	0.71974071	0.00770731	0.37868078	1.0	0.01070846	0.3078618	0.812985	0.00870582	
CIE RGB	B - CIE1931	XYZScaling	蓝色	0.18859855	0.01025705	0.8011444	18.38720931	1.0	78.10669804	0.19878412	0.010811	0.84441151	
CIE RGB	B - CIE1964	XYZScaling	红色	0.73338877	0.26661123	0.0	2.7507797	1.0	0.0	0.48469839	0.176204	0.0	
CIE RGB	B - CIE1964	XYZScaling	绿色	0.27274581	0.71963509	0.00761911	0.37900571	1.0	0.01058746	0.30812596	0.812985	0.00860745	
CIE RGB	B - CIE1964	XYZScaling	蓝色	0.19045359	0.01034906	0.79919735	18.40298649	1.0	77.22415838	0.19895469	0.010811	0.83487038	
CIE RGB	B - CIE1931	VonKries	红色	0.73638486	0.26361514	0.0	2.79340887	1.0	0.0	0.49400234	0.1768457	0.0	
CIE RGB	B - CIE1931	VonKries	绿色	0.283889	0.708518	0.007593	0.40068	1.0	0.01071674	0.32549521	0.81235701	0.00870582	
CIE RGB	B - CIE1931	VonKries	蓝色	0.16698328	0.0105171	0.82249962	15.87731462	1.0	78.20594604	0.17143181	0.01079728	0.84441149	
CIE RGB	B - CIE1964	VonKries	红色	0.73657109	0.26342891	0.0	2.79609056	1.0	0.0	0.49472034	0.17693287	0.0	
CIE RGB	B - CIE1964	VonKries	绿色	0.28520251	0.70730238	0.00749511	0.40322571	1.0	0.01059676	0.32752885	0.81227175	0.00860745	
CIE RGB	B - CIE1964	VonKries	蓝色	0.16699282	0.01063377	0.82237342	15.70401179	1.0	77.33603282	0.16953047	0.01079536	0.83487036	
CIE RGB	C - CIE1931	Bradford	红色	0.73630737	0.26149369	0.00219894	2.81577485	1.0	0.00840914	0.4668103	0.16578396	0.0013941	
CIE RGB	C - CIE1931	Bradford	绿色	0.25662156	0.73849284	0.00488559	0.34749364	1.0	0.00661563	0.28336727	0.81546031	0.00539478	
CIE RGB	C - CIE1931	Bradford	蓝色	0.16180611	0.01316429	0.82502959	12.29128615	1.0	62.67176534	0.23052899	0.01875548	1.17543915	
CIE RGB	C - CIE1964	Bradford	红色	0.73685844	0.26116118	0.00198038	2.82147003	1.0	0.00758298	0.46508133	0.16483653	0.00124995	
CIE RGB	C - CIE1964	Bradford	绿色	0.25414665	0.74011144	0.00574191	0.3433897	1.0	0.00775817	0.2808229	0.81779652	0.0063446	
CIE RGB	C - CIE1964	Bradford	蓝色	0.16232374	0.01242119	0.82525507	13.06829403	1.0	66.43930264	0.22695334	0.01736671	1.15383242	
CIE RGB	C - CIE1931	XYZScaling	红色	0.73118795	0.26881205	0.0	2.72007128	1.0	0.0	0.47928744	0.176204	0.0	
CIE RGB	C - CIE1931	XYZScaling	绿色	0.26969692	0.71962421	0.01067887	0.37477467	1.0	0.01483951	0.30468618	0.812985	0.0120643	
CIE RGB	C - CIE1931	XYZScaling	蓝色	0.14279773	0.00784709	0.84935518	18.19754414	1.0	108.23826204	0.19673365	0.010811	1.17016385	
CIE RGB	C - CIE1964	XYZScaling	红色	0.72960559	0.27039441	0.0	2.69830127	1.0	0.0	0.47545148	0.176204	0.0	
CIE RGB	C - CIE1964	XYZScaling	绿色	0.26816764	0.72131671	0.01051565	0.37177517	1.0	0.01457841	0.30224764	0.812985	0.01185203	
CIE RGB	C - CIE1964	XYZScaling	蓝色	0.14397093	0.00797539	0.84805368	18.05190061	1.0	106.33383132	0.1951591	0.010811	1.14957505	
CIE RGB	C - CIE1931	VonKries	红色	0.73109906	0.26890094	0.0	2.71884157	1.0	0.0	0.47431726	0.17445565	0.0	
CIE RGB	C - CIE1931	VonKries	绿色	0.24609257	0.74290621	0.01100122	0.33125658	1.0	0.01480836	0.269873	0.81469477	0.0120643	
CIE RGB	C - CIE1931	VonKries	蓝色	0.16685106	0.00765383	0.82549511	21.79968197	1.0	107.85386339	0.23651632	0.01084953	1.17016383	
CIE RGB	C - CIE1964	VonKries	红色	0.73083854	0.26916146	0.0	2.71524211	1.0	0.0	0.47338039	0.17434187	0.0	
CIE RGB	C - CIE1964	VonKries	绿色	0.24423911	0.74492533	0.01083556	0.32787059	1.0	0.01454583	0.26715087	0.81480584	0.01185203	
CIE RGB	C - CIE1964	VonKries	蓝色	0.1668108	0.00779192	0.82539728	21.40817143	1.0	105.9298708	0.23232634	0.01085223	1.14957503	
CIE RGB	D50 - CIE1931	Bradford	红色	0.73738522	0.26451798	-0.0019032	2.78765631	1.0	-0.00719499	0.48688631	0.17465794	-0.00125666	
CIE RGB	D50 - CIE1931	Bradford	绿色	0.26680114	0.71840419	0.01479467	0.37138027	1.0	0.02059379	0.30629855	0.8247572	0.01698488	
CIE RGB	D50 - CIE1931	Bradford	蓝色	0.17433094	5.9633E-4	0.82507273	292.33729532	1.0	1383.57274446	0.17102897	5.8504E-4	0.80944521	
CIE RGB	D50 - CIE1964	Bradford	红色	0.73717854	0.26484597	-0.00202451	2.78342368	1.0	-0.00764411	0.48897167	0.17567274	-0.00134286	
CIE RGB	D50 - CIE1964	Bradford	绿色	0.26859947	0.71644834	0.01495219	0.37490417	1.0	0.02086988	0.30896971	0.82412982	0.01719949	
CIE RGB	D50 - CIE1964	Bradford	蓝色	0.17488528	2.0419E-4	0.82491053	856.47186918	1.0	4039.86352563	0.16926679	1.9763E-4	0.79840887	
CIE RGB	D50 - CIE1931	XYZScaling	红色	0.72784108	0.27215892	0.0	2.67432383	1.0	0.0	0.47122656	0.176204	0.0	
CIE RGB	D50 - CIE1931	XYZScaling	绿色	0.26723507	0.72525297	0.00751195	0.36847153	1.0	0.0103577	0.29956183	0.812985	0.00842066	
CIE RGB	D50 - CIE1931	XYZScaling	蓝色	0.18944863	0.01058876	0.79996262	17.89148923	1.0	75.54830536	0.19342489	0.010811	0.81675273	
CIE RGB	D50 - CIE1964	XYZScaling	红色	0.72845484	0.27154516	0.0	2.68262873	1.0	0.0	0.47268991	0.176204	0.0	
CIE RGB	D50 - CIE1964	XYZScaling	绿色	0.26786925	0.72472351	0.00740724	0.36961579	1.0	0.01022078	0.30049209	0.812985	0.00830934	
CIE RGB	D50 - CIE1964	XYZScaling	蓝色	0.19195386	0.01069557	0.79735057	17.94704977	1.0	74.54963512	0.19402556	0.010811	0.80595611	
CIE RGB	D50 - CIE1931	VonKries	红色	0.73496715	0.26503285	0.0	2.77311715	1.0	0.0	0.48859196	0.17618872	0.0	
CIE RGB	D50 - CIE1931	VonKries	绿色	0.27396924	0.71858797	0.00744279	0.38126054	1.0	0.01035752	0.30996441	0.81299894	0.00842066	
CIE RGB	D50 - CIE1931	VonKries	蓝色	0.16678799	0.0108861	0.82232591	15.32118857	1.0	75.5390719	0.16565761	0.01081232	0.81675271	
CIE RGB	D50 - CIE1964	VonKries	红色	0.73531917	0.26468083	0.0	2.77813538	1.0	0.0	0.48992617	0.17635072	0.0	
CIE RGB	D50 - CIE1964	VonKries	绿色	0.27646107	0.71621733	0.0073216	0.38600164	1.0	0.0102226	0.31375779	0.81284055	0.00830934	
CIE RGB	D50 - CIE1964	VonKries	蓝色	0.16681237	0.01102605	0.82216159	15.12893661	1.0	74.56539848	0.16352435	0.01080871	0.80595609	
CIE RGB	D55 - CIE1931	Bradford	红色	0.73792946	0.26288222	-8.1168E-4	2.80707255	1.0	-0.00308763	0.47648021	0.16974275	-5.241E-4	
CIE RGB	D55 - CIE1931	Bradford	绿色	0.25896256	0.72838882	0.01264862	0.35552792	1.0	0.0173652	0.29343168	0.82534073	0.01433221	
CIE RGB	D55 - CIE1931	Bradford	蓝色	0.16998053	0.00447179	0.82554768	38.01170038	1.0	184.61214945	0.18688663	0.00491656	0.90765585	
CIE RGB	D55 - CIE1964	Bradford	红色	0.737843	0.26311034	-9.5333E-4	2.80431018	1.0	-0.00362332	0.47789758	0.17041538	-6.1747E-4	
CIE RGB	D55 - CIE1964	Bradford	绿色	0.2600688	0.72701562	0.01291559	0.35772106	1.0	0.01776521	0.29519401	0.82520725	0.01465998	
CIE RGB	D55 - CIE1964	Bradford	蓝色	0.17047989	0.00403655	0.82548356	42.23407294	1.0	204.5023152	0.1848765	0.00437743	0.8951936	
CIE RGB	D55 - CIE1931	XYZScaling	红色	0.72630918	0.27369082	0.0	2.65375786	1.0	0.0	0.46760275	0.176204	0.0	
CIE RGB	D55 - CIE1931	XYZScaling	绿色	0.26549288	0.72610869	0.00839843	0.36563793	1.0	0.01156635	0.29725815	0.812985	0.00940327	
CIE RGB	D55 - CIE1931	XYZScaling	蓝色	0.17217066	0.00969762	0.81813171	17.75390087	1.0	84.36413604	0.19193742	0.010811	0.91206067	
CIE RGB	D55 - CIE1964	XYZScaling	红色	0.72655194	0.27344806	0.0	2.65700161	1.0	0.0	0.46817431	0.176204	0.0	
CIE RGB	D55 - CIE1964	XYZScaling	绿色	0.26576077	0.72595401	0.00828522	0.36608485	1.0	0.01141287	0.29762149	0.812985	0.00927849	
CIE RGB	D55 - CIE1964	XYZScaling	蓝色	0.17423606	0.00980198	0.81596196	17.77560188	1.0	83.24462188	0.19217203	0.010811	0.89995761	
CIE RGB	D55 - CIE1931	VonKries	红色	0.73312227	0.26687773	0.0	2.7470343	1.0	0.0	0.48169662	0.17535151	0.0	
CIE RGB	D55 - CIE1931	VonKries	绿色	0.26079877	0.73075767	0.00844355	0.35688817	1.0	0.01155452	0.29044192	0.81381772	0.00940327	
CIE RGB	D55 - CIE1931	VonKries	蓝色	0.16672824	0.00977899	0.82349277	17.04964195	1.0	84.21042781	0.18466012	0.01083073	0.91206066	
CIE RGB	D55 - CIE1964	VonKries	红色	0.73337474	0.26662526	0.0	2.75058244	1.0	0.0	0.48263076	0.17546493	0.0	
CIE RGB	D55 - CIE1964	VonKries	绿色	0.26260667	0.72907981	0.00831351	0.3601892	1.0	0.01140275	0.2930884	0.8137068	0.00927849	
CIE RGB	D55 - CIE1964	VonKries	蓝色	0.16673673	0.00990658	0.8233567	16.83091247	1.0	83.11213013	0.18224906	0.01082823	0.89995759	
CIE RGB	D65 - CIE1931	Bradford	红色	0.73845467	0.26036056	0.00118477	2.83627698	1.0	0.00455049	0.46113266	0.16258379	7.3984E-4	
CIE RGB	D65 - CIE1931	Bradford	绿色	0.24776583	0.74370279	0.00853138	0.33315167	1.0	0.01147149	0.27473542	0.82465569	0.00946003	
CIE RGB	D65 - CIE1931	Bradford	蓝色	0.16428859	0.00977052	0.82594089	16.81472018	1.0	84.53395898	0.21456129	0.01276032	1.07868079	
CIE RGB	D65 - CIE1964	Bradford	红色	0.73861862	0.26038146	9.9992E-4	2.83667897	1.0	0.00384021	0.46135061	0.16263758	6.2456E-4	
CIE RGB	D65 - CIE1964	Bradford	绿色	0.24753077	0.74342881	0.00904042	0.33295827	1.0	0.01216044	0.2748521	0.82548514	0.01003826	
CIE RGB	D65 - CIE1964	Bradford	蓝色	0.16475242	0.00923468	0.8260129	17.84062475	1.0	89.44685882	0.21189485	0.0118771	1.06236911	
CIE RGB	D65 - CIE1931	XYZScaling	红色	0.72497963	0.27502037	0.0	2.63609427	1.0	0.0	0.46449035	0.176204	0.0	
CIE RGB	D65 - CIE1931	XYZScaling	绿色	0.26378938	0.72628392	0.0099267	0.36320421	1.0	0.0136678	0.29527958	0.812985	0.01111171	
CIE RGB	D65 - CIE1931	XYZScaling	蓝色	0.14904153	0.00845111	0.84250735	17.63572968	1.0	99.69188761	0.19065987	0.010811	1.077769	
CIE RGB	D65 - CIE1964	XYZScaling	红色	0.72448957	0.27551043	0.0	2.62962663	1.0	0.0	0.46335073	0.176204	0.0	
CIE RGB	D65 - CIE1964	XYZScaling	绿色	0.26335067	0.72685937	0.00978997	0.3623131	1.0	0.01346886	0.29455511	0.812985	0.01094998	
CIE RGB	D65 - CIE1964	XYZScaling	蓝色	0.15057742	0.0085592	0.84086338	17.59246056	1.0	98.2408661	0.19019209	0.010811	1.062082	
CIE RGB	D65 - CIE1931	VonKries	红色	0.73028025	0.26971975	0.0	2.70755207	1.0	0.0	0.47138283	0.17409927	0.0	
CIE RGB	D65 - CIE1931	VonKries	绿色	0.24027824	0.74950356	0.0102182	0.32058319	1.0	0.01363329	0.26128894	0.81504254	0.01111171	
CIE RGB	D65 - CIE1931	VonKries	蓝色	0.16668727	0.00831159	0.82500114	20.05479379	1.0	99.25909599	0.21775772	0.01085814	1.07776897	
CIE RGB	D65 - CIE1964	VonKries	红色	0.73034276	0.26965724	0.0	2.70841147	1.0	0.0	0.47160573	0.17412632	0.0	
CIE RGB	D65 - CIE1964	VonKries	绿色	0.24074227	0.74919211	0.01006562	0.32133584	1.0	0.0134353	0.26189385	0.815016	0.01094998	
CIE RGB	D65 - CIE1964	VonKries	蓝色	0.16667326	0.00843285	0.82489389	19.76475318	1.0	97.81907634	0.2145981	0.01085762	1.06208198	
CIE RGB	D75 - CIE1931	Bradford	红色	0.73857137	0.25852458	0.00290405	2.85687104	1.0	0.01123318	0.45043209	0.15766623	0.00177109	
CIE RGB	D75 - CIE1931	Bradford	绿色	0.24027528	0.75488268	0.00484204	0.31829486	1.0	0.0064143	0.26192947	0.82291454	0.00527842	
CIE RGB	D75 - CIE1931	Bradford	蓝色	0.16080254	0.0131555	0.82604196	12.22321289	1.0	62.79059298	0.23736086	0.01941886	1.21932175	
CIE RGB	D75 - CIE1964	Bradford	红色	0.73898053	0.25834075	0.00267872	2.8604877	1.0	0.01036893	0.44960707	0.15717847	0.00162977	
