数据集,时间,确认,治愈,死亡,治愈/确认（千分比）,死亡/确认（千分比）,确认/人口（千分比）,死亡/人口（千分比）,治愈/人口（千分比）,确认/面积（千分比）,治愈/面积（千分比）,死亡/面积（千分比）,数据源,级别,洲,国家,省,市,区县,乡镇,村庄,建筑物,经度,纬度
COVID-19_Baidu,2020-05-27 23:59:00,8,7,1,875.0,125.0,0.37,0.05,0.32,52.29,45.75,6.54,输入的数据,国家,北美洲,英属维尔京群岛,,,,,,,-64.896335,18.335765
COVID-19_Baidu,2020-05-27 23:59:00,8,8,0,1000.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,输入的数据,国家,大洋洲,巴布亚新几内亚,,,,,,,143.95555,-6.314993
COVID-19_Baidu,2020-05-27 23:59:00,7,7,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,重庆,市辖区,大渡口区,,,,106.482347,29.484527
COVID-19_Baidu,2020-05-27 23:59:00,7,7,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,海南,省直辖县级行政区划,昌江黎族自治县,,,,109.055724,19.298062
COVID-19_Baidu,2020-05-27 23:59:00,7,7,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,上海,市辖区,虹口区,,,,121.505133,31.2646
COVID-19_Baidu,2020-05-27 23:59:00,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,北京,市辖区,密云区,,,,116.843177,40.376834
COVID-19_Baidu,2020-05-27 23:59:00,7,3,0,428.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,北京,市辖区,怀柔区,,,,116.642349,40.315704
COVID-19_Baidu,2020-05-27 23:59:00,7,7,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,陕西,商洛,,,,,109.940477,33.870422
COVID-19_Baidu,2020-05-27 23:59:00,7,7,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,云南,丽江,,,,,100.22775,26.855047
COVID-19_Baidu,2020-05-27 23:59:00,7,7,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,四川,雅安,,,,,103.013261,29.980537
COVID-19_Baidu,2020-05-27 23:59:00,7,6,1,857.14,142.86,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,河南,三门峡,,,,,111.200135,34.772493
COVID-19_Baidu,2020-05-27 23:59:00,7,7,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,吉林,辽源,,,,,125.143532,42.887918
COVID-19_Baidu,2020-05-27 23:59:00,7,7,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,辽宁,铁岭,,,,,123.726166,42.223769
COVID-19_Baidu,2020-05-27 23:59:00,7,7,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,内蒙古,呼伦贝尔,,,,,119.765744,49.211574
COVID-19_Baidu,2020-05-27 23:59:00,7,7,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,内蒙古,通辽,,,,,122.243444,43.65289
COVID-19_Baidu,2020-05-27 23:59:00,7,7,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,内蒙古,呼和浩特,,,,,111.74918,40.842585
COVID-19_Baidu,2020-05-27 23:59:00,7,7,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,山西,忻州,,,,,112.734174,38.416663
COVID-19_Baidu,2020-05-27 23:59:00,7,7,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,河北,承德,,,,,117.96241,40.954071
COVID-19_Baidu,2020-05-27 23:59:00,6,6,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,天津,外地来津人员,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,6,6,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,重庆,市辖区,巴南区,,,,106.53384,29.375528
COVID-19_Baidu,2020-05-27 23:59:00,6,6,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,海南,省直辖县级行政区划,临高县,,,,109.690508,19.912026
COVID-19_Baidu,2020-05-27 23:59:00,6,5,1,833.33,166.67,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,海南,省直辖县级行政区划,琼海市,,,,110.466258,19.252511
COVID-19_Baidu,2020-05-27 23:59:00,6,6,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,上海,市辖区,青浦区,,,,121.124178,31.150681
COVID-19_Baidu,2020-05-27 23:59:00,6,6,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,上海,市辖区,黄浦区,,,,121.46924,31.22986
COVID-19_Baidu,2020-05-27 23:59:00,6,6,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,吉林,四平,公主岭市,,,,124.82283,43.504687
COVID-19_Baidu,2020-05-27 23:59:00,6,6,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,天津,市辖区,北辰区,,,,117.139343,39.217817
COVID-19_Baidu,2020-05-27 23:59:00,6,6,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,天津,市辖区,南开区,,,,117.150738,39.138203
COVID-19_Baidu,2020-05-27 23:59:00,6,6,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,天津,市辖区,和平区,,,,117.208125,39.118897
COVID-19_Baidu,2020-05-27 23:59:00,6,6,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,四川,广元,,,,,105.843357,32.435435
COVID-19_Baidu,2020-05-27 23:59:00,6,6,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,江西,景德镇,,,,,117.178419,29.268835
COVID-19_Baidu,2020-05-27 23:59:00,6,6,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,福建,龙岩,,,,,117.017536,25.075123
COVID-19_Baidu,2020-05-27 23:59:00,6,6,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,安徽,宣城,,,,,118.758816,30.940718
COVID-19_Baidu,2020-05-27 23:59:00,6,6,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,吉林,通化,,,,,125.939697,41.728401
COVID-19_Baidu,2020-05-27 23:59:00,6,5,1,833.33,166.67,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,辽宁,朝阳,,,,,120.450372,41.573734
COVID-19_Baidu,2020-05-27 23:59:00,6,6,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,山西,吕梁,,,,,111.144319,37.518314
COVID-19_Baidu,2020-05-27 23:59:00,6,6,0,1000.0,0.0,0.71,0.0,0.71,285.71,285.71,0.0,输入的数据,国家,北美洲,圣巴泰勒米岛,,,,,,,-62.84978,17.89618
COVID-19_Baidu,2020-05-27 23:59:00,5,4,1,800.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,德岛,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,5,5,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,重庆,市辖区,永川区,,,,105.927376,29.356117
COVID-19_Baidu,2020-05-27 23:59:00,5,5,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,重庆,市辖区,涪陵区,,,,107.389298,29.703113
COVID-19_Baidu,2020-05-27 23:59:00,5,5,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,河南,省直辖县级行政区划,济源市,,,,112.601919,35.067243
COVID-19_Baidu,2020-05-27 23:59:00,5,5,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,宁夏,固原,,,,,106.24261,36.015855
COVID-19_Baidu,2020-05-27 23:59:00,5,5,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,云南,德宏,,,,,98.584895,24.433353
COVID-19_Baidu,2020-05-27 23:59:00,5,5,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,广西,梧州,,,,,111.279115,23.476962
COVID-19_Baidu,2020-05-27 23:59:00,5,5,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,广东,潮州,,,,,116.622603,23.65695
COVID-19_Baidu,2020-05-27 23:59:00,5,5,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,广东,河源,,,,,114.700447,23.743538
COVID-19_Baidu,2020-05-27 23:59:00,5,5,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,广东,汕尾,,,,,115.375278,22.786211
COVID-19_Baidu,2020-05-27 23:59:00,5,5,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,湖南,张家界,,,,,110.479191,29.117096
COVID-19_Baidu,2020-05-27 23:59:00,5,5,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,黑龙江,鹤岗,,,,,130.297964,47.349916
COVID-19_Baidu,2020-05-27 23:59:00,5,5,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,吉林,延边,,,,,129.508946,42.891253
COVID-19_Baidu,2020-05-27 23:59:00,4,4,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,重庆,高新区,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,4,3,1,750.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,新疆,第九师,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,4,3,1,750.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,新疆,第八师,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,4,4,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,重庆,市辖区,梁平区,,,,107.769581,30.65423
COVID-19_Baidu,2020-05-27 23:59:00,4,4,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,重庆,市辖区,江津区,,,,106.259281,29.290069
COVID-19_Baidu,2020-05-27 23:59:00,4,4,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,海南,省直辖县级行政区划,陵水黎族自治县,,,,110.037504,18.506048
COVID-19_Baidu,2020-05-27 23:59:00,4,4,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,上海,市辖区,崇明区,,,,121.397417,31.623587
COVID-19_Baidu,2020-05-27 23:59:00,4,4,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,上海,市辖区,金山区,,,,121.34197,30.741991
COVID-19_Baidu,2020-05-27 23:59:00,4,4,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,天津,市辖区,宁河区,,,,117.826625,39.329858
COVID-19_Baidu,2020-05-27 23:59:00,4,4,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,天津,市辖区,西青区,,,,117.013949,39.141591
COVID-19_Baidu,2020-05-27 23:59:00,4,4,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,天津,市辖区,东丽区,,,,117.314324,39.086569
COVID-19_Baidu,2020-05-27 23:59:00,4,4,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,天津,市辖区,河西区,,,,117.223372,39.109563
COVID-19_Baidu,2020-05-27 23:59:00,4,4,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,新疆,昌吉,,,,,87.308224,44.011182
COVID-19_Baidu,2020-05-27 23:59:00,4,4,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,甘肃,陇南,,,,,104.921841,33.400684
COVID-19_Baidu,2020-05-27 23:59:00,4,4,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,甘肃,白银,,,,,104.138559,36.544756
COVID-19_Baidu,2020-05-27 23:59:00,4,4,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,云南,楚雄,,,,,101.528069,25.045532
COVID-19_Baidu,2020-05-27 23:59:00,4,4,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,云南,普洱,,,,,100.966512,22.825065
COVID-19_Baidu,2020-05-27 23:59:00,4,4,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,贵州,黔西南,,,,,104.906396,25.087825
COVID-19_Baidu,2020-05-27 23:59:00,4,4,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,贵州,安顺,,,,,105.947593,26.253072
COVID-19_Baidu,2020-05-27 23:59:00,4,4,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,四川,资阳,,,,,104.627636,30.128901
COVID-19_Baidu,2020-05-27 23:59:00,4,4,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,广西,贺州,,,,,111.566694,24.403582
COVID-19_Baidu,2020-05-27 23:59:00,4,4,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,辽宁,鞍山,,,,,122.994329,41.108647
COVID-19_Baidu,2020-05-27 23:59:00,4,4,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,山西,阳泉,,,,,113.580519,37.856971
COVID-19_Baidu,2020-05-27 23:59:00,3,3,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,鸟取,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,美国,,撤侨人员,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,3,3,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,河南,境外输入,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,3,3,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,重庆,境外输入,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,3,3,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,宁夏,境外输入,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,3,3,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,新疆,第十二师,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,3,3,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,海南,省直辖县级行政区划,保亭黎族苗族自治县,,,,109.702392,18.638189
COVID-19_Baidu,2020-05-27 23:59:00,3,2,1,666.67,333.33,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,海南,省直辖县级行政区划,定安县,,,,110.358891,19.681434
COVID-19_Baidu,2020-05-27 23:59:00,3,2,1,666.67,333.33,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,海南,省直辖县级行政区划,东方市,,,,108.653789,19.10198
COVID-19_Baidu,2020-05-27 23:59:00,3,3,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,海南,省直辖县级行政区划,文昌市,,,,110.753975,19.612986
COVID-19_Baidu,2020-05-27 23:59:00,3,3,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,天津,市辖区,滨海新区,,,,117.78067,39.246083
COVID-19_Baidu,2020-05-27 23:59:00,3,2,0,666.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,北京,市辖区,门头沟区,,,,116.102009,39.940646
COVID-19_Baidu,2020-05-27 23:59:00,3,3,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,新疆,巴音郭楞,,,,,86.145298,41.764115
COVID-19_Baidu,2020-05-27 23:59:00,3,3,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,新疆,吐鲁番,,,,,89.189655,42.951384
COVID-19_Baidu,2020-05-27 23:59:00,3,3,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,宁夏,中卫,,,,,105.196902,37.499972
COVID-19_Baidu,2020-05-27 23:59:00,3,3,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,青海,海北,,,,,100.900997,36.954413
COVID-19_Baidu,2020-05-27 23:59:00,3,3,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,甘肃,临夏,,,,,103.210538,35.601182
COVID-19_Baidu,2020-05-27 23:59:00,3,3,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,甘肃,庆阳,,,,,107.643631,35.709077
COVID-19_Baidu,2020-05-27 23:59:00,3,3,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,陕西,榆林,,,,,109.734589,38.28539
COVID-19_Baidu,2020-05-27 23:59:00,3,3,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,四川,乐山,,,,,103.765568,29.552106
COVID-19_Baidu,2020-05-27 23:59:00,3,3,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,广西,百色,,,,,106.618201,23.902333
COVID-19_Baidu,2020-05-27 23:59:00,3,3,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,黑龙江,大兴安岭,,,,,124.71108,52.335206
COVID-19_Baidu,2020-05-27 23:59:00,3,3,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,辽宁,辽阳,,,,,123.236944,41.267244
COVID-19_Baidu,2020-05-27 23:59:00,3,3,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,辽宁,本溪,,,,,123.766485,41.294175
COVID-19_Baidu,2020-05-27 23:59:00,3,3,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,内蒙古,乌兰察布,,,,,113.132585,40.994785
COVID-19_Baidu,2020-05-27 23:59:00,3,3,0,1000.0,0.0,0.23,0.0,0.23,29.41,29.41,0.0,输入的数据,国家,北美洲,安圭拉,,,,,,,-63.07,18.22
COVID-19_Baidu,2020-05-27 23:59:00,2,2,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,江西,境外输入,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,2,2,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,广西,境外输入,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,2,2,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,内蒙古,传入本土,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,2,2,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,新疆,第六师,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,2,2,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,重庆,县,彭水苗族土家族自治县,,,,108.165538,29.293902
COVID-19_Baidu,2020-05-27 23:59:00,2,2,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,重庆,县,城口县,,,,108.664214,31.947633
COVID-19_Baidu,2020-05-27 23:59:00,2,2,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,重庆,市辖区,黔江区,,,,108.770678,29.53361
COVID-19_Baidu,2020-05-27 23:59:00,2,2,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,,中国,海南,省直辖县级行政区划,乐东黎族自治县,,,,109.173055,18.75026
COVID-19_Baidu,2020-05-27 23:59:00,2,2,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,天津,市辖区,武清区,,,,117.044388,39.384119
COVID-19_Baidu,2020-05-27 23:59:00,2,2,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,天津,市辖区,津南区,,,,117.391976,38.984526
COVID-19_Baidu,2020-05-27 23:59:00,2,2,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,天津,市辖区,红桥区,,,,117.151533,39.167345
COVID-19_Baidu,2020-05-27 23:59:00,2,2,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,甘肃,张掖,,,,,100.449818,38.925875
COVID-19_Baidu,2020-05-27 23:59:00,2,2,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,云南,文山,,,,,104.216248,23.400733
COVID-19_Baidu,2020-05-27 23:59:00,2,2,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,吉林,松原,,,,,124.825117,45.141789
COVID-19_Baidu,2020-05-27 23:59:00,2,2,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,内蒙古,乌海,,,,,106.794249,39.655388
COVID-19_Baidu,2020-05-27 23:59:00,2,2,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,山西,临汾,,,,,111.518976,36.088005
COVID-19_Baidu,2020-05-27 23:59:00,1,1,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,湖南,境外输入,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,1,1,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,安徽,境外输入,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,1,1,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,重庆,万盛经开区,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,1,1,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,重庆,秀山县,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,1,1,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,江西,赣江新区,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,1,1,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,陕西,杨凌示范区,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,海南,境外输入,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,1,1,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,甘肃,外来人员,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,1,1,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,宁夏,宁东管委会,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,1,1,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,新疆,第七师,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,1,1,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,贵州,境外输入,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,1,1,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,陕西,渭南,韩城市,,,,110.442847,35.476788
COVID-19_Baidu,2020-05-27 23:59:00,1,1,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,重庆,县,酉阳土家族苗族自治县,,,,108.767747,28.841244
COVID-19_Baidu,2020-05-27 23:59:00,1,1,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,重庆,市辖区,武隆区,,,,107.760025,29.325601
COVID-19_Baidu,2020-05-27 23:59:00,1,1,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,海南,省直辖县级行政区划,琼中黎族苗族自治县,,,,109.838389,19.033369
COVID-19_Baidu,2020-05-27 23:59:00,1,1,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,吉林,通化,梅河口市,,,,125.683832,42.530341
COVID-19_Baidu,2020-05-27 23:59:00,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,北京,市辖区,延庆区,,,,115.974848,40.456951
COVID-19_Baidu,2020-05-27 23:59:00,1,1,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,新疆,阿克苏,,,,,80.260605,41.168779
COVID-19_Baidu,2020-05-27 23:59:00,1,1,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,宁夏,石嘴山,,,,,106.383303,38.983236
COVID-19_Baidu,2020-05-27 23:59:00,1,1,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,甘肃,金昌,,,,,102.188043,38.520089
COVID-19_Baidu,2020-05-27 23:59:00,1,1,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,西藏,拉萨,,,,,91.140856,29.645554
COVID-19_Baidu,2020-05-27 23:59:00,1,1,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,云南,临沧,,,,,100.079583,23.877573
